SampleID,Hugo_Symbol,PyClonePhyloCluster
CRUK0089,GRM6,NA
CRUK0089,SLC22A2,1
CRUK0089,COL4A1,1
CRUK0089,CELSR1,1
CRUK0089,GRIK4,1
CRUK0089,TMEM221,1
CRUK0089,SLCO5A1,1
CRUK0089,TRAF7,1
CRUK0089,DSCAM,1
CRUK0089,PXDNL,1
CRUK0089,CA8,1
CRUK0089,SASS6,1
CRUK0089,ACRBP,NA
CRUK0089,IL1R2,1
CRUK0089,SI,1
CRUK0089,NAV2,1
CRUK0089,SKOR1,1
CRUK0089,SLC24A3,1
CRUK0089,OR4E2,1
CRUK0089,ANK2,1
CRUK0089,TENM2,1
CRUK0089,VPS13A,1
CRUK0089,DOCK10,1
CRUK0089,ROS1,1
CRUK0089,DZIP3,1
CRUK0089,ARSJ,1
CRUK0089,AGTRAP,1
CRUK0089,RASSF1,1
CRUK0089,SLC41A1,1
CRUK0089,ZNF818P,1
CRUK0089,MYBBP1A,1
CRUK0089,PBRM1,1
CRUK0089,MYCT1,1
CRUK0089,FGF19,NA
CRUK0089,HSDL1,1
CRUK0089,RAB11FIP1,1
CRUK0089,A2ML1,1
CRUK0089,GIPR,NA
CRUK0089,OCLN,1
CRUK0089,RGS6,1
CRUK0089,CHPF,1
CRUK0089,RGS22,1
CRUK0089,SLC1A7,1
CRUK0089,PARP2,1
CRUK0089,TIGD2,1
CRUK0089,CPSF3L,1
CRUK0089,BRD4,1
CRUK0089,AFF3,1
CRUK0089,NMUR1,1
CRUK0089,DNAH12,1
CRUK0089,OR5K4,1
CRUK0089,ZMAT4,1
CRUK0089,PKHD1L1,1
CRUK0089,MEF2B,1
CRUK0089,ABCA12,1
CRUK0089,ANKRD28,1
CRUK0089,MMRN1,1
CRUK0089,CYP39A1,1
CRUK0089,CDHR1,1
CRUK0089,IGSF22,1
CRUK0089,KMT2B,1
CRUK0089,TRAPPC6B,1
CRUK0089,CCDC172,1
CRUK0089,IGLL5,1
CRUK0089,MAN1B1-AS1,1
CRUK0089,KCNK3,1
CRUK0089,ZFHX4,1
CRUK0089,MYH6,1
CRUK0089,CCDC88C,1
CRUK0089,PLK1S1,1
CRUK0089,EPHA8,1
CRUK0089,CIT,1
CRUK0089,SRCAP,1
CRUK0089,ANGPTL5,1
CRUK0089,WDR90,1
CRUK0089,PLCH1,1
CRUK0089,ADAMTS3,1
CRUK0089,C7orf25,1
CRUK0089,HIPK1,1
CRUK0089,CDC73,1
CRUK0089,MAP1LC3B2,1
CRUK0089,NPAS3,1
CRUK0089,SEL1L2,1
CRUK0089,NOV,1
CRUK0089,MRGPRG-AS1,1
CRUK0089,ACTL6A,1
CRUK0089,SLC10A6,1
CRUK0089,TET2,1
CRUK0089,COX7A2L,1
CRUK0089,CAMK2G,1
CRUK0089,ABLIM1,1
CRUK0089,SLC22A6,1
CRUK0089,NMUR1,1
CRUK0089,GC,1
CRUK0089,GPR116,1
CRUK0089,EFR3A,1
CRUK0089,DRAXIN,1
CRUK0089,NELL1,1
CRUK0089,PCCB,1
CRUK0089,PAPPA2,1
CRUK0089,UBE4B,1
CRUK0089,ABCC8,1
CRUK0089,CSMD3,1
CRUK0089,TRHDE,1
CRUK0089,PEG3,1
CRUK0089,DOK7,1
CRUK0089,APOA4,1
CRUK0089,C19orf54,1
CRUK0089,DOCK8,1
CRUK0089,ABCC4,1
CRUK0089,ARPP21,1
CRUK0089,NPY2R,1
CRUK0089,OGDHL,1
CRUK0089,TMX2,1
CRUK0089,ANO4,1
CRUK0089,DOCK10,1
CRUK0089,CDK17,1
CRUK0089,CCDC141,1
CRUK0089,EPM2AIP1,1
CRUK0089,SCGN,1
CRUK0089,ADAMTS20,1
CRUK0089,PTPRN,1
CRUK0089,CD84,1
CRUK0089,TSPAN14,1
CRUK0089,ANO5,1
CRUK0089,PIK3R5,1
CRUK0089,TCOF1,1
CRUK0089,CACNA1E,1
CRUK0089,MYH13,1
CRUK0089,DEPDC1,1
CRUK0089,SRRM4,1
CRUK0089,WDR93,1
CRUK0089,SLC39A14,1
CRUK0089,OR5J2,1
CRUK0089,ZNF384,1
CRUK0089,ZNF439,1
CRUK0089,IL22,1
CRUK0089,PRPF38B,1
CRUK0089,AATK,1
CRUK0089,MIER2,1
CRUK0089,RASAL3,1
CRUK0089,EPHA4,1
CRUK0089,DOCK10,1
CRUK0089,ATR,1
CRUK0089,OR51I1,1
CRUK0089,GTF2F1,1
CRUK0089,EYS,1
CRUK0089,ADGB,NA
CRUK0089,HOOK3,1
CRUK0089,PEG3,1
CRUK0089,NEUROD6,1
CRUK0089,PPFIA2,1
CRUK0089,PGK2,1
CRUK0089,MAT1A,1
CRUK0089,MMP14,1
CRUK0089,EPB41L3,1
CRUK0089,PDCD10,1
CRUK0089,ARHGEF28,1
CRUK0089,PSD4,1
CRUK0089,LBP,1
CRUK0089,FRK,1
CRUK0089,RHPN1,1
CRUK0089,CACNA2D4,1
CRUK0089,TBXA2R,1
CRUK0089,PLA2G4C,1
CRUK0089,GALNT2,1
CRUK0089,MMP16,1
CRUK0089,ANKRD35,1
CRUK0089,GRIA2,1
CRUK0089,SOX6,NA
CRUK0089,SLC4A4,1
CRUK0089,IPO4,1
CRUK0089,GZMB,1
CRUK0089,WFIKKN1,1
CRUK0089,ECSIT,1
CRUK0089,XIRP2,1
CRUK0089,TMPRSS15,1
CRUK0089,FSTL5,1
CRUK0089,KIF13B,1
CRUK0089,TAOK3,1
CRUK0089,NEO1,1
CRUK0089,POU2F2,1
CRUK0089,ARID1B,1
CRUK0089,GRIN3A,1
CRUK0089,PCID2,1
CRUK0089,TSHR,1
CRUK0089,NOSIP,1
CRUK0089,RSAD2,1
CRUK0089,NLRP5,1
CRUK0089,KIF3C,1
CRUK0089,CADM2,NA
CRUK0089,CWH43,1
CRUK0089,USP47,1
CRUK0089,SLIT3,1
CRUK0089,DPP6,1
CRUK0089,HTR3A,1
CRUK0089,C20orf194,1
CRUK0089,FGF12,1
CRUK0089,FOXI3,1
CRUK0089,PCGF3,1
CRUK0089,ARAP1,1
CRUK0089,FAM187B,NA
CRUK0089,ZNF818P,1
CRUK0089,WDFY1,1
CRUK0089,SLC15A2,1
CRUK0089,C5orf66,1
CRUK0089,SH3TC2,1
CRUK0089,TRPM8,1
CRUK0089,MYH13,1
CRUK0089,VPS54,1
CRUK0089,PMFBP1,1
CRUK0089,MIR4289,NA
CRUK0089,HGF,1
CRUK0089,PRAME,1
CRUK0089,UNC5C,1
CRUK0089,ESR1,1
CRUK0089,CUBN,1
CRUK0089,KCNC2,1
CRUK0089,ZBTB41,1
CRUK0089,CRB1,1
CRUK0089,PC,1
CRUK0089,IRF8,1
CRUK0089,HNRNPH1,1
CRUK0089,KCNC2,1
CRUK0089,GP2,1
CRUK0089,GPR98,1
CRUK0089,IGSF22,1
CRUK0089,KDM2B,1
CRUK0089,DPRX,1
CRUK0089,MGARP,1
CRUK0089,GDF2,1
CRUK0089,ZDBF2,1
CRUK0089,BNC2,1
CRUK0089,OR2W3,1
CRUK0089,FOXN4,1
CRUK0089,PCDH10,1
CRUK0089,VPS41,1
CRUK0089,GNAI1,1
CRUK0089,KDM7A,1
CRUK0089,HFM1,1
CRUK0089,CARD16,1
CRUK0089,ZNF180,1
CRUK0089,PAX3,1
CRUK0089,FNDC3B,1
CRUK0089,HLA-DQA1,1
CRUK0089,GPR110,1
CRUK0089,ALKBH8,1
CRUK0089,TMEM194A,1
CRUK0089,TSHZ1,1
CRUK0089,C9orf91,1
CRUK0089,FPR3,1
CRUK0089,IQSEC3,1
CRUK0089,SMC6,1
CRUK0089,USP34,1
CRUK0089,PRR14L,1
CRUK0089,METTL13,1
CRUK0089,LMX1A,1
CRUK0089,HCST,1
CRUK0089,FAM228B,NA
CRUK0089,COL5A2,1
CRUK0089,HAS2-AS1,1
CRUK0089,ABCC12,1
CRUK0089,DIRC1,1
CRUK0089,ATP6V0A4,1
CRUK0089,TRPC1,1
CRUK0089,EPHB3,1
CRUK0089,STAMBPL1,1
CRUK0089,AQP9,1
CRUK0089,MYOCD,1
CRUK0089,ZNF831,1
CRUK0089,PPP6R2,NA
CRUK0089,APOA5,1
CRUK0089,LRP1B,1
CRUK0089,SLC7A14,1
CRUK0089,ZNF644,1
CRUK0089,MMP15,1
CRUK0089,DOCK6,1
CRUK0089,SH3YL1,1
CRUK0089,ATP2B2,1
CRUK0089,ARPP21,1
CRUK0089,CLCN1,1
CRUK0089,RORC,1
CRUK0089,RNU5F-1,1
CRUK0089,DHCR7,1
CRUK0089,PTPN11,1
CRUK0089,SNRNP40,1
CRUK0089,SRPK2,1
CRUK0089,RIMS2,1
CRUK0089,KCNV1,1
CRUK0089,CACNA1B,1
CRUK0089,FOXG1,1
CRUK0089,OTUD4,1
CRUK0089,PREX2,1
CRUK0089,CAMTA1,1
CRUK0089,MS4A14,1
CRUK0089,OR5M3,1
CRUK0089,ADAMTS20,1
CRUK0089,ZNF423,1
CRUK0089,PLCH1,NA
CRUK0089,PKHD1L1,1
CRUK0089,CEP104,1
CRUK0089,SPG11,1
CRUK0089,LRFN1,1
CRUK0089,FBLN7,1
CRUK0089,LINC00518,1
CRUK0089,ADAMTS14,1
CRUK0089,PPP4R1,1
CRUK0089,TPO,1
CRUK0089,UBE2U,1
CRUK0089,BEND7,1
CRUK0089,AGAP2,1
CRUK0089,UNC93A,1
CRUK0089,MUC19,1
CRUK0089,FKBP3,1
CRUK0089,OTOF,1
CRUK0089,SORCS1,1
CRUK0089,GABPB2,1
CRUK0089,ARHGEF10L,1
CRUK0089,COBLL1,1
CRUK0089,CLTCL1,1
CRUK0089,C5orf38,1
CRUK0089,TPO,1
CRUK0089,SEMA4F,1
CRUK0089,DNAJC5,1
CRUK0089,RBM24,1
CRUK0089,TOP3B,1
CRUK0089,OR52E4,1
CRUK0089,ONECUT3,1
CRUK0089,PARP3,1
CRUK0089,KY,NA
CRUK0089,HIST1H2BG,1
CRUK0089,TARP,1
CRUK0089,OR52K1,1
CRUK0089,MAP1A,1
CRUK0089,FAM19A5,1
CRUK0089,PATE3,1
CRUK0089,HDLBP,1
CRUK0089,OR2Y1,1
CRUK0089,SLC17A1,1
CRUK0089,DACT2,1
CRUK0089,TIE1,1
CRUK0089,MECOM,1
CRUK0089,OR5A2,1
CRUK0089,FAM198B,1
CRUK0089,PAX7,1
CRUK0089,SCTR,1
CRUK0089,LRP1B,1
CRUK0089,FILIP1,1
CRUK0089,ABCB5,1
CRUK0089,KIF1B,1
CRUK0089,PAK1,1
CRUK0089,SLC17A4,1
CRUK0089,RNU6-71P,1
CRUK0089,PPP4R1L,1
CRUK0089,GRIA2,1
CRUK0089,SUN3,NA
CRUK0089,HIST1H2BN,1
CRUK0089,TAS2R16,1
CRUK0089,ADCY1,1
CRUK0089,LRP1B,1
CRUK0089,TTN,1
CRUK0089,EPHB2,1
CRUK0089,OR6P1,1
CRUK0089,TIE1,1
CRUK0089,STXBP5L,1
CRUK0089,TBX18,1
CRUK0089,XYLT1,1
CRUK0089,DLG2,1
CRUK0089,COL1A2,1
CRUK0089,KCNU1,1
CRUK0089,PTPN21,1
CRUK0089,FAM71E2,1
CRUK0089,DHX57,1
CRUK0089,CSNK1G1,1
CRUK0089,COL22A1,1
CRUK0089,OR2G2,1
CRUK0089,SFTPA1,1
CRUK0089,BAI3,1
CRUK0089,TMEM57,1
CRUK0089,MYH1,1
CRUK0089,TTBK2,1
CRUK0089,DHX29,1
CRUK0089,KTN1,1
CRUK0089,SIDT1,1
CRUK0089,SNORA16A,1
CRUK0089,COL11A1,1
CRUK0089,SLC22A8,1
CRUK0089,NABP2,1
CRUK0089,SPPL2B,1
CRUK0089,CHL1,1
CRUK0089,FSTL5,1
CRUK0089,LAMA2,1
CRUK0089,DDC,1
CRUK0089,PLXNC1,1
CRUK0089,SIRPD,1
CRUK0089,TPH2,1
CRUK0089,NCAN,NA
CRUK0089,GAB4,1
CRUK0089,TNKS,1
CRUK0089,KLK12,NA
CRUK0089,C20orf112,1
CRUK0089,GPR6,1
CRUK0089,PLOD2,NA
CRUK0089,NKAIN1,1
CRUK0089,SLC38A4,1
CRUK0089,COL6A5,1
CRUK0089,C1orf173,1
CRUK0089,TNS1,1
CRUK0089,AXDND1,1
CRUK0089,NPHP4,1
CRUK0089,KIAA1715,1
CRUK0089,BCKDHA,NA
CRUK0089,AIMP1,1
CRUK0089,SSH1,NA
CRUK0089,PLCH1,1
CRUK0089,SLC4A10,1
CRUK0089,SFRP1,1
CRUK0089,SPTA1,1
CRUK0089,MAPK8IP1,1
CRUK0089,MUC5B,1
CRUK0089,TTN,1
CRUK0089,CELSR1,1
CRUK0089,FLJ30403,1
CRUK0089,UGT8,1
CRUK0089,ZNRF4,1
CRUK0089,PRSS21,1
CRUK0089,LRP1B,1
CRUK0089,DECR2,1
CRUK0089,KRT33A,1
CRUK0089,NLRC5,NA
CRUK0089,NCAN,1
CRUK0089,LILRA4,1
CRUK0089,MAZ,1
CRUK0089,FGF4,1
CRUK0089,GPR31,1
CRUK0089,FRMD1,1
CRUK0089,ITIH2,1
CRUK0089,EPS8L1,1
CRUK0089,ADCY2,1
CRUK0089,ZNF324B,1
CRUK0089,SH2D6,1
CRUK0089,MROH8,1
CRUK0089,KIAA1211,NA
CRUK0089,UNC80,1
CRUK0089,NKAIN4,1
CRUK0089,AOAH,1
CRUK0089,SLC30A8,1
CRUK0089,MUC2,1
CRUK0089,SPARCL1,1
CRUK0089,CCL26,1
CRUK0089,JAKMIP1,1
CRUK0089,LENG1;TMC4,1
CRUK0089,ST6GAL1,1
CRUK0089,SYNE1,1
CRUK0089,EPHB1,1
CRUK0089,ZNF623,1
CRUK0089,NRXN1,1
CRUK0089,ABCD2,1
CRUK0089,HPCAL1,1
CRUK0089,PPM1M,1
CRUK0089,BAZ1B,1
CRUK0089,RGS11,1
CRUK0089,DNAH11,1
CRUK0089,PTPRG,1
CRUK0089,PDE3A,1
CRUK0089,GALC,1
CRUK0089,KCNQ1,1
CRUK0089,CAPS2,1
CRUK0089,SNORD115-2,1
CRUK0089,FAM179B,1
CRUK0089,C20orf194,1
CRUK0089,ROBO1,1
CRUK0089,TMEM130,1
CRUK0089,MSI1,NA
CRUK0089,KEAP1,1
CRUK0089,FLRT2,1
CRUK0089,KIF21A,1
CRUK0089,RYR2,1
CRUK0089,PREX2,1
CRUK0089,NRXN1,1
CRUK0089,C14orf39,1
CRUK0089,CSMD3,1
CRUK0089,CMTM6,1
CRUK0089,OPRK1,1
CRUK0089,C1QL2,1
CRUK0089,SIDT1,1
CRUK0089,RMDN2,1
CRUK0089,ADRBK2,NA
CRUK0089,CA1,1
CRUK0089,RELN,1
CRUK0089,SLC6A9,1
CRUK0089,CELSR2,1
CRUK0089,KRTAP13-1,1
CRUK0089,OR10S1,1
CRUK0089,DNAH2,1
CRUK0089,COL22A1,NA
CRUK0089,MRPL20,1
CRUK0089,LRRTM3,1
CRUK0089,MPPED1,1
CRUK0089,KIAA1211L,1
CRUK0089,TTN,1
CRUK0089,CHD7,1
CRUK0089,SNORD115-15,1
CRUK0089,EFEMP2,NA
CRUK0089,TPX2,1
CRUK0089,SPATA18,1
CRUK0089,EPCAM,NA
CRUK0089,CDV3,1
CRUK0089,KIF2B,1
CRUK0089,LRIG3,1
CRUK0089,IL24,1
CRUK0089,SNORD115-11,1
CRUK0089,SSPO,1
CRUK0089,FSHR,1
CRUK0089,DNHD1,1
CRUK0089,GMFB,NA
CRUK0089,PHF10,1
CRUK0089,CLDN14,1
CRUK0089,NUS1,1
CRUK0089,PSMB4,1
CRUK0089,CSF2RB,NA
CRUK0089,FMNL2,1
CRUK0089,MED10,1
CRUK0089,ARFGEF1,1
CRUK0089,ATP1A3,1
CRUK0089,TCTN2,1
CRUK0089,NAGA,1
CRUK0089,ZNF550,NA
CRUK0089,RGS7,1
CRUK0089,ZFP36,1
CRUK0089,B4GALT4,NA
CRUK0089,DAB2,1
CRUK0089,AKAP6,1
CRUK0089,DNAH10,1
CRUK0089,SEZ6L,1
CRUK0089,PLCH2,NA
CRUK0089,IRX5,1
CRUK0089,FAM228B,1
CRUK0089,SYNJ2,1
CRUK0089,ORC6,1
CRUK0089,CDC20,1
CRUK0089,CDH9,1
CRUK0089,MYO18A,NA
CRUK0089,RP11-1078H9.5,1
CRUK0089,SPTA1,1
CRUK0089,C5orf42,1
CRUK0089,LCT,1
CRUK0089,HSFY1P1,1
CRUK0089,HHIP,1
CRUK0089,ATRN,1
CRUK0089,MEIOB,NA
CRUK0089,KANSL3,1
CRUK0089,COX11,1
CRUK0089,CACNB2,NA
CRUK0089,CFHR4,1
CRUK0089,IRX2,1
CRUK0089,INSC,1
CRUK0089,LOC93432,NA
CRUK0089,SLC22A11,1
CRUK0089,FGF12,1
CRUK0089,FOXN4,NA
CRUK0089,RYR2,NA
CRUK0089,MUC19,1
CRUK0089,RYR2,1
CRUK0089,ANKRD26,NA
CRUK0089,LRFN5,1
CRUK0089,FGF5,1
CRUK0089,SNAPC4,NA
CRUK0089,PTS,1
CRUK0089,MYH14,1
CRUK0089,CSRNP3,NA
CRUK0089,Feb-03,NA
CRUK0089,OR9Q1,1
CRUK0089,CRTAM,1
CRUK0089,CEP70,1
CRUK0089,TRIP13,1
CRUK0089,ST3GAL1,NA
CRUK0089,TTC21B,1
CRUK0089,CATSPER4,NA
CRUK0089,MYO10,1
CRUK0089,CEP97,NA
CRUK0089,CTNND2,1
CRUK0089,MRPL24,NA
CRUK0089,GRM1,NA
CRUK0089,MYO10,NA
CRUK0089,IRX1,1
CRUK0089,ARRB1,NA
CRUK0089,HCN1,NA
CRUK0089,SLC6A3,1
CRUK0089,PCMTD1,2
CRUK0089,ADAMTS16,1
CRUK0089,DDX24,NA
CRUK0089,LOC100996758,2
CRUK0089,KCMF1,NA
CRUK0089,WDR35,NA
CRUK0089,ABCA7,NA
CRUK0089,RASA1,NA
CRUK0089,RALGPS1,NA
CRUK0089,ATP6V0A4,NA
CRUK0089,RAB43,NA
CRUK0089,CACNA1B,1
CRUK0089,B4GALT4,NA
CRUK0089,VCAN,NA
CRUK0089,EPHA2,NA
CRUK0089,POGZ,NA
CRUK0089,KLHL2,NA
CRUK0089,CHMP7,NA
CRUK0089,ABCA7,NA
CRUK0089,PPP1R37,NA
CRUK0089,STT3A,NA
CRUK0089,TOP3A,NA
CRUK0089,ZNF461,NA
CRUK0089,OR52M1,2
CRUK0089,MMP1,NA
CRUK0089,CENPF,NA
CRUK0092,CSMD3,1
CRUK0092,C5orf34,1
CRUK0092,HGSNAT,1
CRUK0092,TP53,1
CRUK0092,SLC25A14,NA
CRUK0092,MYO1C,1
CRUK0092,SPTB,1
CRUK0092,NOL11,1
CRUK0092,RNF128,NA
CRUK0092,DPYS,1
CRUK0092,FAM47A,NA
CRUK0092,HACL1,1
CRUK0092,ABHD14A-ACY1,1
CRUK0092,FSTL4,1
CRUK0092,SLCO6A1,1
CRUK0092,GRID2IP,1
CRUK0092,HDAC8,NA
CRUK0092,HTT,1
CRUK0092,OR5C1,1
CRUK0092,SMAD4,1
CRUK0092,PCDHGB6,1
CRUK0092,UFM1,1
CRUK0092,CARD9,1
CRUK0092,TRMT61A,1
CRUK0092,MS4A6A,1
CRUK0092,KCNK12,1
CRUK0092,PER3,1
CRUK0092,PDZRN3,1
CRUK0092,IMPA2,1
CRUK0092,ERBB2IP,1
CRUK0092,PTPRT,1
CRUK0092,INVS,1
CRUK0092,MAML2,1
CRUK0092,SV2B,1
CRUK0092,ARAP2,1
CRUK0092,CSF1R,1
CRUK0092,ALDOB,1
CRUK0092,PCNXL4,1
CRUK0092,MAST1,1
CRUK0092,NOXRED1,1
CRUK0092,NFXL1,1
CRUK0092,GPER1,1
CRUK0092,ALK,1
CRUK0092,AOX1,1
CRUK0092,SI,1
CRUK0092,CHST8,1
CRUK0092,SERPINI2,1
CRUK0092,PTPN4,1
CRUK0092,HDAC11,1
CRUK0092,FAM134A,1
CRUK0092,CNTRL,1
CRUK0092,MIR3182,1
CRUK0092,AOX1,1
CRUK0092,RXFP2,1
CRUK0092,DYSF,1
CRUK0092,MAD1L1,1
CRUK0092,FAT4,1
CRUK0092,NLRP14,1
CRUK0092,HHAT,1
CRUK0092,STK17B,1
CRUK0092,DOCK3,1
CRUK0092,DDX58,1
CRUK0092,IL6R,1
CRUK0092,RBL2,1
CRUK0092,HEPACAM2,1
CRUK0092,TMPRSS7,1
CRUK0092,OR2D2,1
CRUK0092,AIM1L,1
CRUK0092,DRGX,1
CRUK0092,RPTN,1
CRUK0092,ABCG4,1
CRUK0092,AAR2,1
CRUK0092,USP42,1
CRUK0092,PABPC4,1
CRUK0092,MYH9,1
CRUK0092,SEC14L4,1
CRUK0092,BPIFA2,1
CRUK0092,TBC1D4,1
CRUK0092,OR5AC2,1
CRUK0092,RASA1,1
CRUK0092,PRKCSH,1
CRUK0092,PKHD1L1,1
CRUK0092,PRSS41,1
CRUK0092,ZNF827,1
CRUK0092,TBX18,1
CRUK0092,MOXD1,1
CRUK0092,HTRA3,1
CRUK0092,CCDC40,1
CRUK0092,PET112,1
CRUK0092,HSPH1,1
CRUK0092,FZD6,1
CRUK0092,YTHDF1,1
CRUK0092,GJA10,1
CRUK0092,GJA4,1
CRUK0092,IGF2,1
CRUK0092,KPNA1,1
CRUK0092,FAM81B,1
CRUK0092,KLC2,1
CRUK0092,ARF3,1
CRUK0092,OR10G4,1
CRUK0092,FAT1,1
CRUK0092,C9orf43,1
CRUK0092,PDYN,1
CRUK0092,ATP6V0D1,1
CRUK0092,BRINP2,1
CRUK0092,SQRDL,1
CRUK0092,MGLL,1
CRUK0092,SEMA6D,1
CRUK0092,ELMO1,1
CRUK0092,COLEC11,1
CRUK0092,TNFRSF11A,NA
CRUK0092,LOC286186,1
CRUK0092,SLC5A4,1
CRUK0092,SOX6,1
CRUK0092,CKAP5,1
CRUK0092,NELL2,1
CRUK0092,NRAP,1
CRUK0092,CLVS2,1
CRUK0092,FHAD1,1
CRUK0092,TLL1,1
CRUK0092,MAP3K2,1
CRUK0092,CDKL2,1
CRUK0092,EIF4G2,1
CRUK0092,PDZRN4,1
CRUK0092,COL27A1,1
CRUK0092,DCHS2,1
CRUK0092,MORC1,1
CRUK0092,UGT3A1,1
CRUK0092,CDH4,1
CRUK0092,GPR176,1
CRUK0092,KCNH3,1
CRUK0092,UXS1,1
CRUK0092,NRXN2,1
CRUK0092,SLC22A6,1
CRUK0092,GCN1L1,1
CRUK0092,DMD,NA
CRUK0092,BCMO1,1
CRUK0092,MOGAT2,1
CRUK0092,KRT77,1
CRUK0092,CLEC4C,1
CRUK0092,CSNK1E,1
CRUK0092,UVSSA,1
CRUK0092,MORF4L1,1
CRUK0092,C20orf85,1
CRUK0092,LDB1,1
CRUK0092,ADAM12,1
CRUK0092,ZNF536,1
CRUK0092,SLIT3,1
CRUK0092,TARSL2,1
CRUK0092,LRRTM3,1
CRUK0092,OR51G1,1
CRUK0092,AGRN,1
CRUK0092,TSPAN15,1
CRUK0092,PLET1,1
CRUK0092,ZC3H7B,1
CRUK0092,CAMTA1,1
CRUK0092,PDCD2,1
CRUK0092,CRYBG3,1
CRUK0092,NRAP,1
CRUK0092,C1orf61,1
CRUK0092,UCHL1,NA
CRUK0092,CYB5R3,1
CRUK0092,C10orf90,1
CRUK0092,ZNF319,1
CRUK0092,NDST2,1
CRUK0092,CCNT2,1
CRUK0092,ADCY3,1
CRUK0092,FRMPD2,1
CRUK0092,ACTA2,1
CRUK0092,UGT2B4,1
CRUK0092,ACADS,1
CRUK0092,SVILP1,1
CRUK0092,LAD1,1
CRUK0092,THSD7B,1
CRUK0092,KIF13A,1
CRUK0092,EFCAB6,1
CRUK0092,CLVS2,1
CRUK0092,TARSL2,1
CRUK0092,EXOC2,1
CRUK0092,TMEM50A,1
CRUK0092,JAM3,1
CRUK0092,GPNMB,1
CRUK0092,CABIN1,1
CRUK0092,IL22,1
CRUK0092,TMEM185B,1
CRUK0092,SLC17A2,1
CRUK0092,CLDN15,1
CRUK0092,AP2A2,1
CRUK0092,SLC26A9,1
CRUK0092,EPHA6,1
CRUK0092,ROS1,1
CRUK0092,TRIM33,1
CRUK0092,ITPKB,1
CRUK0092,ARMC5,1
CRUK0092,TALDO1,1
CRUK0092,CBLB,1
CRUK0092,TUBB4B,1
CRUK0092,C1orf189,1
CRUK0092,TTN,1
CRUK0092,SNX13,1
CRUK0092,BFAR,1
CRUK0092,SNORD115-2,1
CRUK0092,GGT7,1
CRUK0092,RAB11FIP3,1
CRUK0092,ITSN1,1
CRUK0092,HSPA14,1
CRUK0092,CCDC115,1
CRUK0092,TTN,1
CRUK0092,ASTN1,1
CRUK0092,DNAJA2,1
CRUK0092,VIT,1
CRUK0092,ZNF638,1
CRUK0092,SPATA21,1
CRUK0092,FAM65B,1
CRUK0092,ESPL1,1
CRUK0092,INPP5A,1
CRUK0092,DYNC2H1,1
CRUK0092,PKLR,1
CRUK0092,EPHA1,NA
CRUK0092,TTN,1
CRUK0092,PCK1,1
CRUK0092,MICALL2,1
CRUK0092,CARS,1
CRUK0092,RYR2,1
CRUK0092,TNRC6C,1
CRUK0092,GPRC5B,1
CRUK0092,CTCFL,1
CRUK0092,PREPL,1
CRUK0092,TBCC,1
CRUK0092,TRIL,1
CRUK0092,TTN,1
CRUK0092,GALE,1
CRUK0092,SUCO,1
CRUK0092,KIF16B,1
CRUK0092,MAP4K1,1
CRUK0092,GPR128,1
CRUK0092,TCTE1,1
CRUK0092,MSLN,1
CRUK0092,ATP8B2,1
CRUK0092,NEB,NA
CRUK0092,WDR47,1
CRUK0092,PIK3CA,1
CRUK0092,DCUN1D2,1
CRUK0092,BAI3,1
CRUK0092,TTC26,1
CRUK0092,MARCKSL1,1
CRUK0092,LAMC2,1
CRUK0092,COL22A1,1
CRUK0092,DUT,1
CRUK0092,COL22A1,1
CRUK0092,ENPEP,1
CRUK0092,SIPA1L2,NA
CRUK0092,ITFG3,1
CRUK0092,REV3L,NA
CRUK0092,GRK5,NA
CRUK0092,RAB1B,1
CRUK0092,NUP107,1
CRUK0092,PKHD1,1
CRUK0092,SNRNP200,NA
CRUK0092,ASPM,1
CRUK0092,CHRNB3,1
CRUK0092,MMP26,NA
CRUK0092,PARP10,1
CRUK0075,CD3EAP,1
CRUK0075,DST,1
CRUK0075,HCCS,NA
CRUK0075,KIAA2022,NA
CRUK0075,GJB1,NA
CRUK0075,KIAA1210,NA
CRUK0075,EDA2R,NA
CRUK0075,KIAA2022,NA
CRUK0075,CDX4,NA
CRUK0075,HUWE1,NA
CRUK0075,FAAH2,NA
CRUK0075,RALGAPA1P,1
CRUK0075,LOC100505835,1
CRUK0075,CPSF2,1
CRUK0075,CEACAM3,1
CRUK0075,LTBP2,1
CRUK0075,DIO2,1
CRUK0075,SLC25A21,1
CRUK0075,NOTCH1,1
CRUK0075,NOTCH1,1
CRUK0075,RGS6,1
CRUK0075,LCN9,1
CRUK0075,LCN10,1
CRUK0075,LANCL3,NA
CRUK0075,M1AP,1
CRUK0075,KIAA0586,1
CRUK0075,TGM1,1
CRUK0075,UBE2QL1,1
CRUK0075,MRPS2,1
CRUK0075,MIR4436A,1
CRUK0075,SLC5A6,1
CRUK0075,DNAH5,1
CRUK0075,DST,1
CRUK0075,MYRIP,1
CRUK0075,TTBK1,1
CRUK0075,TTN,1
CRUK0075,KIF1A,1
CRUK0075,FAM178B,1
CRUK0075,ARAP3,1
CRUK0075,PLEKHH2,1
CRUK0075,GAMT,1
CRUK0075,OR3A3,1
CRUK0075,MGAT5,1
CRUK0075,HECW2,1
CRUK0075,NBEAL1,1
CRUK0075,GFM2,1
CRUK0075,FEZ2,1
CRUK0075,RPS4Y2,NA
CRUK0075,MSL3P1,1
